Index,roll_number,batch_year,branch,student_name,gender,board_of_education,number_of_courses,pursuing_year,current_sem_pursuing,name_of_subjects_enrolled,grade_per_subject,extracurricular_activities,student_absence_days,Minor1,Minor 2,End Semester,cgpa,email
80,se16ucse81,2016,Computer Science,vijender,male,State,7,1,1,French,C,Others,1,12.8808674,20.62787887,91.91510192,9.16,vijender@gmail.com
80,se16ucse81,2016,Computer Science,vijender,male,State,7,1,1,Chemistry,F,Others,1,25.50975699,1.343980503,48.24150405,9.16,vijender@gmail.com
80,se16ucse81,2016,Computer Science,vijender,male,State,7,1,1,Electrical,A+,Others,1,20.76067335,5.681655045,6.477261787,9.16,vijender@gmail.com
80,se16ucse81,2016,Computer Science,vijender,male,State,7,1,1,English,C,Others,1,10.50655159,19.30849996,55.60339497,9.16,vijender@gmail.com
80,se16ucse81,2016,Computer Science,vijender,male,State,7,1,1,Maths,A,Others,1,3.734504836,12.40578335,16.21031381,9.16,vijender@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,Environmental Science,C,Research Work,12,17.41410719,13.06865161,94.62663109,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,Electrical,D,Research Work,12,1.273121649,12.33571952,70.45574874,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,Maths,C,Research Work,12,24.01402586,20.22013187,7.683624416,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,Chemistry,C,Research Work,12,19.65443182,14.99008861,80.51869603,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,English,C+,Research Work,12,16.54959484,13.80529714,19.50901044,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,Thermodynamics,C+,Research Work,12,2.404201262,26.99444884,52.75365589,5.82,vishanu@gmail.com
81,se16ucse82,2016,Computer Science,vishanu,male,ICSE,7,1,1,French,B,Research Work,12,3.995308003,23.40502945,11.31902485,5.82,vishanu@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,Electrical,B+,Club Activities,22,22.56211546,16.77520147,5.346262204,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,Environmental Science,B+,Club Activities,22,23.71628532,5.255447467,31.49120112,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,Maths,F,Club Activities,22,17.64664474,8.804142896,1.283014446,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,English,F,Club Activities,22,25.80135961,8.920646671,54.34808308,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,Chemistry,B,Club Activities,22,3.019616281,9.497634873,85.88047131,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,Thermodynamics,D,Club Activities,22,18.4462921,28.12134453,39.57148542,6.62,yogita@gmail.com
82,se16ucse83,2016,Computer Science,yogita,female,CBSE,7,1,1,French,C+,Club Activities,22,26.44009674,26.95689693,95.69081152,6.62,yogita@gmail.com
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,Electrical,B+,Others,6,22.1981574,15.24403542,18.76555907,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,Thermodynamics,D,Others,6,5.737246323,15.10658965,90.30622001,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,French,B+,Others,6,17.10248134,9.891653291,98.0924441,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,Environmental Science,F,Others,6,8.903847104,27.79240659,62.60412998,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,Maths,C+,Others,6,10.29092439,20.28110794,57.86370984,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,Chemistry,A+,Others,6,13.33753742,1.645154255,29.47172044,8.82,#N/A
83,se16ucse84,2016,Computer Science,श्रीमती,female,State,7,1,1,English,C+,Others,6,22.04455962,2.932321836,82.10759673,8.82,#N/A
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,Environmental Science,D,Social Services,3,3.147302764,28.13478103,24.04414515,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,Electrical,A+,Social Services,3,21.11708061,11.65507181,57.30524148,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,Chemistry,D,Social Services,3,12.2510434,5.114575009,53.61808112,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,French,A,Social Services,3,8.120142359,20.4422022,81.54083943,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,Maths,C,Social Services,3,18.65920132,23.20056923,90.65196049,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,Thermodynamics,A+,Social Services,3,4.091777254,1.279435424,21.81862899,8.46,bhavishya@gmail.com
8,se16ucse9,2016,Computer Science,bhavishya,male,ICSE,7,1,1,English,B,Social Services,3,1.753271604,17.71687341,52.73703897,8.46,bhavishya@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,French,C+,Social Services,23,21.28625829,16.7324331,93.3249427,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,Maths,D,Social Services,23,19.30099312,6.3526827,70.07931998,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,Environmental Science,B+,Social Services,23,3.553359404,18.26102037,80.25237225,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,English,D,Social Services,23,4.317106011,9.575231126,2.440557836,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,Thermodynamics,A,Social Services,23,12.99583824,16.71927823,67.7356093,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,Electrical,A+,Social Services,23,13.98546963,23.69464399,32.57589388,9.06,aamina@gmail.com
0,se16uece1,2016,Electronics and Communication,aamina,female,State,7,1,1,Chemistry,A,Social Services,23,13.5008363,6.249715011,98.48932863,9.06,aamina@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,Electrical,D,Research Work,15,16.65134579,8.016860235,4.01419657,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,English,A+,Research Work,15,1.09408942,7.482003694,21.38665414,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,Chemistry,A+,Research Work,15,6.208646315,14.00053965,31.45229146,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,Thermodynamics,F,Research Work,15,9.241398137,13.45423988,78.2057705,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,Environmental Science,D,Research Work,15,2.023539421,2.76973612,57.58286615,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,Maths,F,Research Work,15,24.36126918,6.230552179,11.81961691,4.57,bhagwanaram@gmail.com
9,se16uece10,2016,Electronics and Communication,bhagwanaram,male,State,7,1,1,French,B+,Research Work,15,25.22104974,9.758301062,44.71419716,4.57,bhagwanaram@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,Environmental Science,F,Research Work,25,19.07326036,7.676978121,35.66185888,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,Electrical,C+,Research Work,25,1.724082545,11.97237589,20.04329149,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,Maths,A+,Research Work,25,29.51120435,17.05218883,89.30765289,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,Thermodynamics,D,Research Work,25,9.774008273,24.16741235,77.74797941,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,Chemistry,B,Research Work,25,26.31758048,18.88596625,16.63118046,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,English,A+,Research Work,25,4.818569112,18.72496541,33.61174699,5.24,bharma@gmail.com
10,se16uece11,2016,Electronics and Communication,bharma,male,State,7,1,1,French,C,Research Work,25,5.409021154,22.3619534,9.398824706,5.24,bharma@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,English,C,Social Services,12,28.0571614,29.77685952,97.49178907,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,Electrical,C,Social Services,12,10.98293318,4.038440975,84.21665696,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,Environmental Science,D,Social Services,12,13.65670787,20.02050006,75.4987829,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,Maths,F,Social Services,12,11.50689456,13.06866108,78.84791836,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,Chemistry,D,Social Services,12,4.655362384,19.07511987,56.04869099,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,Thermodynamics,C+,Social Services,12,14.09679196,5.097855469,79.65845665,4.96,bimlesh@gmail.com
11,se16uece12,2016,Electronics and Communication,bimlesh,male,Other,7,1,1,French,A+,Social Services,12,22.9586145,2.286177999,15.35442865,4.96,bimlesh@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,French,B+,Club Activities,8,5.013224912,11.08637937,97.9287114,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,Environmental Science,C,Club Activities,8,7.09629037,23.75122662,23.18954889,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,Chemistry,F,Club Activities,8,12.27070033,17.44508862,98.31680689,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,Thermodynamics,F,Club Activities,8,2.683119348,10.43816874,61.72802416,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,Maths,B,Club Activities,8,3.108510968,20.97069142,80.68012081,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,Electrical,A+,Club Activities,8,28.83449498,12.53439204,75.65332482,7.78,bina@gmail.com
12,se16uece13,2016,Electronics and Communication,bina,female,State,7,1,1,English,A+,Club Activities,8,2.379287624,26.17459119,92.80837198,7.78,bina@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,Maths,D,Research Work,19,18.29773357,15.3069518,87.85610649,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,French,C+,Research Work,19,5.600276435,9.139753539,26.41994777,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,Electrical,F,Research Work,19,9.323288957,19.48943493,76.58122579,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,Environmental Science,A,Research Work,19,15.32802032,16.08752354,19.78961747,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,Thermodynamics,A,Research Work,19,17.51623256,8.52579379,99.62986291,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,English,B,Research Work,19,19.76977397,1.352036067,42.85893949,6.67,binani@gmail.com
13,se16uece14,2016,Electronics and Communication,binani,male,CBSE,7,1,1,Chemistry,B,Research Work,19,1.162781573,22.39620334,28.8185121,6.67,binani@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,Chemistry,B+,Indoor Games,27,7.760541439,27.54645016,91.11391442,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,Electrical,B,Indoor Games,27,25.04734393,25.49152282,75.60056794,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,Environmental Science,C+,Indoor Games,27,21.80477644,8.85583542,50.36569226,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,English,B+,Indoor Games,27,3.180542705,10.3734325,24.18407256,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,Maths,A,Indoor Games,27,25.21368695,6.739979033,13.04132413,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,French,C,Indoor Games,27,21.4068057,22.80461186,24.35690527,6.83,bundhu@gmail.com
14,se16uece15,2016,Electronics and Communication,bundhu,male,State,7,1,1,Thermodynamics,A+,Indoor Games,27,20.13563087,16.90002049,28.36941932,6.83,bundhu@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,Electrical,C+,Indoor Games,14,12.70078462,16.22093963,85.14275988,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,English,F,Indoor Games,14,7.666749928,25.3207391,63.85087104,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,Chemistry,C+,Indoor Games,14,3.385127931,20.67468655,72.55250565,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,Environmental Science,C+,Indoor Games,14,18.19584145,14.10118479,71.54286017,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,Thermodynamics,A,Indoor Games,14,4.188606062,20.04879183,49.61926125,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,French,B,Indoor Games,14,4.651270903,27.82640661,26.59478877,6.48,daks@gmail.com
15,se16uece16,2016,Electronics and Communication,daks,male,State,7,1,1,Maths,B+,Indoor Games,14,21.33464585,10.13792487,73.27505067,6.48,daks@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,French,B,Research Work,18,28.61380903,22.49924037,48.28172324,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,English,F,Research Work,18,4.917781604,5.638058614,63.96467616,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,Chemistry,C+,Research Work,18,17.08863388,28.77100933,99.84259263,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,Thermodynamics,F,Research Work,18,1.042020682,9.574413439,94.33016382,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,Maths,B,Research Work,18,4.608944616,16.00170068,11.08967966,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,Environmental Science,C+,Research Work,18,7.303716313,25.63498351,55.32821562,4.99,darkash@gmail.com
16,se16uece17,2016,Electronics and Communication,darkash,female,CBSE,7,1,1,Electrical,F,Research Work,18,15.80494899,12.80254164,67.09002158,4.99,darkash@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,Chemistry,F,Club Activities,15,1.586111687,28.93638426,81.36388634,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,Electrical,A,Club Activities,15,19.41323556,11.31627988,44.78960663,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,French,F,Club Activities,15,17.06761735,8.118892266,68.89641506,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,Environmental Science,D,Club Activities,15,1.236203958,12.86295042,4.053742581,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,Thermodynamics,C,Club Activities,15,16.24619846,28.30234411,79.5668717,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,Maths,A+,Club Activities,15,7.868444319,1.402119142,72.01191718,4.89,darshana@gmail.com
17,se16uece18,2016,Electronics and Communication,darshana,female,CBSE,7,1,1,English,C+,Club Activities,15,27.45359284,27.30387411,4.640918846,4.89,darshana@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,Electrical,C,Research Work,1,20.18136839,22.85785334,21.33738934,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,Thermodynamics,B,Research Work,1,1.221810324,21.85747989,56.99152077,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,English,F,Research Work,1,3.95946196,9.931853311,29.15995551,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,Chemistry,F,Research Work,1,17.30729826,8.135256764,41.36339014,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,Environmental Science,F,Research Work,1,2.587136292,22.94587457,54.93790786,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,Maths,A+,Research Work,1,6.652963373,18.16730636,7.270090666,4.18,deepanshi@gmail.com
18,se16uece19,2016,Electronics and Communication,deepanshi,female,Other,7,1,1,French,A+,Research Work,1,2.935952814,27.2499001,67.02008591,4.18,deepanshi@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,Electrical,D,Indoor Games,25,5.942925065,8.324111592,12.9423113,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,French,D,Indoor Games,25,23.25520028,21.19128959,64.76331585,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,Maths,A+,Indoor Games,25,15.1883985,10.65938193,85.74746959,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,Chemistry,B,Indoor Games,25,16.84726667,2.836777177,8.370756897,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,Environmental Science,F,Indoor Games,25,21.37472654,27.92652092,72.77136664,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,Thermodynamics,C,Indoor Games,25,27.05142725,7.988694499,42.75387805,5.64,ajim@gmail.com
1,se16uece2,2016,Electronics and Communication,ajim,male,State,7,1,1,English,B,Indoor Games,25,3.139439872,27.55702496,20.73653269,5.64,ajim@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,Electrical,B,Social Services,18,9.769706171,24.34488887,81.34999151,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,Maths,A+,Social Services,18,14.66995553,29.91904,10.43286117,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,English,D,Social Services,18,10.66605456,21.36471504,46.33837355,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,French,B+,Social Services,18,15.07839943,14.1193015,9.767185485,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,Chemistry,B,Social Services,18,21.74058055,18.85818078,51.96481715,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,Environmental Science,A+,Social Services,18,20.89198625,19.34778845,72.67204056,9.94,dhannu@gmail.com
19,se16uece20,2016,Electronics and Communication,dhannu,male,ICSE,7,1,1,Thermodynamics,B,Social Services,18,24.2249689,29.98930208,89.81548418,9.94,dhannu@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,Maths,B+,Club Activities,27,4.59298013,8.933170586,77.33198479,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,French,F,Club Activities,27,18.4300855,16.14617368,12.96896473,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,English,D,Club Activities,27,8.34556861,16.53581325,11.72941774,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,Environmental Science,B,Club Activities,27,29.08438753,28.48795585,26.82755651,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,Chemistry,C+,Club Activities,27,15.79192413,22.17651855,47.73180383,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,Electrical,A,Club Activities,27,26.87989463,10.33235736,83.39657988,6.09,dhmendar@gmail.com
20,se16uece21,2016,Electronics and Communication,dhmendar,male,CBSE,7,1,1,Thermodynamics,C+,Club Activities,27,4.610580858,20.52185441,88.04817621,6.09,dhmendar@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,Environmental Science,D,Social Services,12,13.95471449,25.4362545,46.38978345,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,English,F,Social Services,12,4.072190556,26.2249081,54.19439775,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,French,D,Social Services,12,21.21645256,24.57753555,12.3201121,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,Electrical,C,Social Services,12,6.156284122,12.37336012,72.30240564,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,Chemistry,A+,Social Services,12,18.09408457,11.23935542,13.95261253,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,Thermodynamics,A,Social Services,12,5.604231197,18.71023961,80.47673017,9.74,divaraj@gmail.com
21,se16uece22,2016,Electronics and Communication,divaraj,male,ICSE,7,1,1,Maths,D,Social Services,12,11.10731051,4.090668384,93.89940267,9.74,divaraj@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,Environmental Science,D,Club Activities,9,15.16503885,13.26758919,19.58940662,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,French,A,Club Activities,9,12.68808318,12.95167509,22.70848971,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,Chemistry,F,Club Activities,9,10.96948751,13.15609818,76.66885409,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,Thermodynamics,D,Club Activities,9,2.870449579,15.02290243,7.50694128,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,English,B+,Club Activities,9,25.56256663,15.2668487,26.495506,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,Maths,C,Club Activities,9,21.68935098,4.975743673,31.80626357,7.45,divyansh@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,7,1,1,Electrical,F,Club Activities,9,28.39299992,23.61243448,4.892634541,7.45,divyansh@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,Environmental Science,B,Indoor Games,1,22.5693821,24.57489683,16.65061689,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,English,B,Indoor Games,1,17.15128066,26.5274051,79.57979249,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,Thermodynamics,D,Indoor Games,1,29.32926047,24.4942696,88.30745128,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,Maths,D,Indoor Games,1,28.05407831,28.29131189,69.03299917,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,Chemistry,D,Indoor Games,1,8.130926986,7.953214009,89.5706972,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,French,A,Indoor Games,1,26.17386026,9.276323022,17.62387038,5.59,farid@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,7,1,1,Electrical,F,Indoor Games,1,23.2335867,18.43573294,3.608169377,5.59,farid@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,Chemistry,B+,Club Activities,28,18.02925334,16.06581518,19.55246937,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,French,C+,Club Activities,28,7.507912053,21.64847125,8.761720273,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,Thermodynamics,C,Club Activities,28,26.59616481,23.26646919,93.76822738,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,Environmental Science,B,Club Activities,28,1.575053297,1.751375369,65.65904861,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,English,F,Club Activities,28,7.524289559,16.8358128,26.82153652,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,Electrical,B+,Club Activities,28,7.17564484,27.87609454,92.26275153,8.11,gulreg@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,7,1,1,Maths,C,Club Activities,28,12.89174482,12.57714909,83.39698601,8.11,gulreg@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,Maths,C,Social Services,29,17.97788635,3.79023826,40.64245246,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,French,B,Social Services,29,7.185809056,14.18711076,27.24808826,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,Environmental Science,F,Social Services,29,6.798855505,13.91994859,32.37105531,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,Electrical,D,Social Services,29,2.134613309,14.56630414,31.34278836,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,Thermodynamics,F,Social Services,29,14.95295353,22.59893404,72.81233486,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,English,C,Social Services,29,20.44812885,10.47465909,59.80836605,8.74,gutam@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,7,1,1,Chemistry,D,Social Services,29,11.73491572,2.549756809,91.46439142,8.74,gutam@gmail.com
26,se16uece27,2016,Electronics and Communication,haneef,male,CBSE,7,1,1,Environmental Science,B+,Club Activities,20,19.76262908,22.49994411,54.66228335,8.82,haneef@gmail.com
26,se16uece27,2016,Electronics and Communication,haneef,male,CBSE,7,1,1,Maths,A,Club Activities,20,16.48682959,12.04413715,71.96666956,8.82,haneef@gmail.com
