Index,roll_number,batch_year,branch,student_name,gender,board_of_education,pursuing_year,extracurricular_activities,student_absence_days,cgpa,email
21,se21uai22,2021,Artificial Intelligence,gulfasa,female,CBSE,2,Others,21,7.5,gulfasa@gmail.com
21,se20uce22,2020,Civil,gulfasha,female,Other,3,Others,5,9.8,gulfasha@gmail.com
21,se20ume22,2020,Mechanical,gunjan,female,State,3,Others,8,4.41,gunjan@gmail.com
21,se19uece22,2019,Electronics and Communication,gurdeep,male,CBSE,4,Club Activities,14,4.66,gurdeep@gmail.com
21,se21uce22,2021,Civil,hailena,female,CBSE,2,Others,11,4.7,hailena@gmail.com
21,se19uai22,2019,Artificial Intelligence,hajrat,male,CBSE,4,Indoor Games,25,4.66,hajrat@gmail.com
21,se17ucse22,2017,Computer Science,halkuji,male,ICSE,10,Outdoor Games,21,7.9,halkuji@gmail.com
21,se17ume22,2017,Mechanical,handu,male,ICSE,10,Club Activities,2,9.85,handu@gmail.com
21,se18ume22,2018,Mechanical,harana,female,State,10,Social Services,24,6.07,harana@gmail.com
21,se17uece22,2017,Electronics and Communication,harendra,male,CBSE,10,Social Services,23,5.33,harendra@gmail.com
21,se21ucm22,2021,Computational Mathematics,haseem,male,ICSE,2,Research Work,15,5.2,haseem@gmail.com
21,se22uai22,2022,Artificial Intelligence,haseen,male,Other,1,Social Services,8,9.23,haseen@gmail.com
21,se21ucse22,2021,Computer Science,heena,female,Other,2,Research Work,20,4.24,heena@gmail.com
21,se21ume22,2021,Mechanical,hiramani,male,State,2,Social Services,5,4.82,hiramani@gmail.com
21,se20uai22,2020,Artificial Intelligence,honey,female,ICSE,3,Research Work,22,9.34,honey@gmail.com
21,se18uai22,2018,Artificial Intelligence,husno,female,CBSE,10,Club Activities,26,5.61,husno@gmail.com
21,se16uai22,2016,Artificial Intelligence,imtyaz,male,ICSE,10,Outdoor Games,15,5.26,imtyaz@gmail.com
21,se19ueee22,2019,Electrical and Electronics,jaffar,male,CBSE,4,Outdoor Games,21,5.03,jaffar@gmail.com
21,se16ucm22,2016,Computational Mathematics,jaichand,male,State,10,Club Activities,1,5.06,jaichand@gmail.com
21,se17ucm22,2017,Computational Mathematics,jaisigh,male,State,10,Research Work,15,8.46,jaisigh@gmail.com
21,se21uece22,2021,Electronics and Communication,jamuna,female,Other,2,Indoor Games,19,4.27,jamuna@gmail.com
21,se17ueee22,2017,Electrical and Electronics,janardam,male,Other,10,Social Services,15,7.34,janardam@gmail.com
21,se17uce22,2017,Civil,jenab,female,Other,10,Indoor Games,25,5.06,jenab@gmail.com
21,se22ucm22,2022,Computational Mathematics,jhuma,female,State,1,Club Activities,10,8.73,jhuma@gmail.com
21,se16ume22,2016,Mechanical,joni,male,Other,10,Club Activities,15,7,joni@gmail.com
21,se19ucse22,2019,Computer Science,justin,male,State,4,Indoor Games,23,5.15,justin@gmail.com
21,se22ucse22,2022,Computer Science,kalayan,male,Other,1,Research Work,28,5.64,kalayan@gmail.com
21,se22uce22,2022,Civil,kaushar,female,ICSE,1,Club Activities,12,5.91,kaushar@gmail.com
21,se19uce22,2019,Civil,kisan,male,State,4,Indoor Games,27,6.87,kisan@gmail.com
22,se19ucm23,2019,Computational Mathematics,darfasha,female,CBSE,4,Indoor Games,27,8.9,darfasha@gmail.com
22,se20ucse23,2020,Computer Science,deepchand,male,ICSE,3,Club Activities,23,9.97,deepchand@gmail.com
22,se21ueee23,2021,Electrical and Electronics,deewan,male,Other,2,Research Work,13,5.72,deewan@gmail.com
22,se18ucse23,2018,Computer Science,dishad,male,State,10,Social Services,18,8.99,dishad@gmail.com
22,se16uece23,2016,Electronics and Communication,divyansh,male,State,10,Club Activities,9,7.45,divyansh@gmail.com
22,se22ume23,2022,Mechanical,durgesh,male,CBSE,1,Others,29,4.71,durgesh@gmail.com
22,se18uece23,2018,Electronics and Communication,faiyaaz,male,ICSE,10,Others,14,9.39,faiyaaz@gmail.com
22,se18ueee23,2018,Electrical and Electronics,fareem,female,State,10,Club Activities,4,7.66,fareem@gmail.com
22,se17uai23,2017,Artificial Intelligence,farida,female,CBSE,10,Club Activities,30,8.45,farida@gmail.com
22,se16ueee23,2016,Electrical and Electronics,fazia,female,Other,10,Research Work,16,9,fazia@gmail.com
22,se19ume23,2019,Mechanical,furkhan,male,ICSE,4,Others,27,5.02,furkhan@gmail.com
22,se20ueee23,2020,Electrical and Electronics,ganesh,male,CBSE,3,Outdoor Games,0,7.19,ganesh@gmail.com
22,se20uece23,2020,Electronics and Communication,gangadhar,male,Other,3,Others,10,9.21,gangadhar@gmail.com
22,se20ucm23,2020,Computational Mathematics,givinda,male,ICSE,3,Indoor Games,26,6.04,givinda@gmail.com
22,se16uce23,2016,Civil,goverdhan,male,CBSE,10,Indoor Games,11,8.27,goverdhan@gmail.com
22,se18uce23,2018,Civil,gulafsa,female,State,10,Club Activities,21,6.28,gulafsa@gmail.com
22,se22uece23,2022,Electronics and Communication,gulfam,male,CBSE,1,Social Services,30,7.42,gulfam@gmail.com
22,se22ueee23,2022,Electrical and Electronics,gulnaj,female,Other,1,Indoor Games,3,9.98,gulnaj@gmail.com
22,se16ucse23,2016,Computer Science,gulshan,female,ICSE,10,Social Services,16,4.27,gulshan@gmail.com
22,se20uce23,2020,Civil,gulshana,female,ICSE,3,Outdoor Games,20,6.51,gulshana@gmail.com
22,se20ume23,2020,Mechanical,gurfaan,male,State,3,Social Services,7,6.79,gurfaan@gmail.com
22,se21uai23,2021,Artificial Intelligence,gyarsi,female,CBSE,2,Outdoor Games,22,8.52,gyarsi@gmail.com
22,se18ucm23,2018,Computational Mathematics,hakimuddin,male,ICSE,10,Social Services,14,7.28,hakimuddin@gmail.com
22,se17ucse23,2017,Computer Science,hani,male,CBSE,10,Club Activities,2,9.1,hani@gmail.com
22,se17ume23,2017,Mechanical,hanuman,male,Other,10,Research Work,13,7.06,hanuman@gmail.com
22,se18ume23,2018,Mechanical,hardas,male,ICSE,10,Outdoor Games,5,4.4,hardas@gmail.com
22,se21uce23,2021,Civil,hariesh,male,CBSE,2,Social Services,28,4.24,hariesh@gmail.com
22,se19uai23,2019,Artificial Intelligence,harishankar,male,State,4,Club Activities,10,4.53,harishankar@gmail.com
22,se17uece23,2017,Electronics and Communication,hasim,male,Other,10,Indoor Games,17,4.86,hasim@gmail.com
22,se21ucm23,2021,Computational Mathematics,heeralal,male,State,2,Club Activities,6,8.84,heeralal@gmail.com
22,se19uece23,2019,Electronics and Communication,hemuna,female,State,4,Social Services,7,8.15,hemuna@gmail.com
22,se22uai23,2022,Artificial Intelligence,himanshi,female,State,1,Research Work,22,7.2,himanshi@gmail.com
22,se18uai23,2018,Artificial Intelligence,ikbal,male,Other,10,Social Services,23,6.64,ikbal@gmail.com
22,se21ume23,2021,Mechanical,indervesh,male,CBSE,2,Outdoor Games,5,9.75,indervesh@gmail.com
22,se20uai23,2020,Artificial Intelligence,islam,male,Other,3,Social Services,6,4.44,islam@gmail.com
22,se21ucse23,2021,Computer Science,jalsingh,male,ICSE,2,Others,0,6.69,jalsingh@gmail.com
22,se16ucm23,2016,Computational Mathematics,jamee,female,ICSE,10,Social Services,18,5.65,jamee@gmail.com
22,se16uai23,2016,Artificial Intelligence,jamila,female,CBSE,10,Social Services,19,4.04,jamila@gmail.com
22,se17ucm23,2017,Computational Mathematics,jaquir,male,ICSE,10,Outdoor Games,24,7.97,jaquir@gmail.com
22,se17ueee23,2017,Electrical and Electronics,jasvinder,male,ICSE,10,Outdoor Games,27,4.33,jasvinder@gmail.com
22,se21uece23,2021,Electronics and Communication,jauli,male,ICSE,2,Social Services,28,7.89,jauli@gmail.com
22,se19ueee23,2019,Electrical and Electronics,jaydurga,female,Other,4,Social Services,17,6.58,jaydurga@gmail.com
22,se17uce23,2017,Civil,jeta,female,State,10,Research Work,12,6.77,jeta@gmail.com
22,se22ucm23,2022,Computational Mathematics,jisu,male,CBSE,1,Club Activities,17,6.85,jisu@gmail.com
22,se16ume23,2016,Mechanical,jubaira,female,ICSE,10,Indoor Games,23,6.87,jubaira@gmail.com
22,se19ucse23,2019,Computer Science,kalavati,female,CBSE,4,Outdoor Games,28,8.99,kalavati@gmail.com
22,se22ucse23,2022,Computer Science,karansingh,male,Other,1,Others,24,8.44,karansingh@gmail.com
22,se22uce23,2022,Civil,kavita,female,Other,1,Outdoor Games,3,9.65,kavita@gmail.com
22,se19uce23,2019,Civil,kosylaya,female,State,4,Social Services,17,9.7,kosylaya@gmail.com
23,se19ucm24,2019,Computational Mathematics,dasharath,male,State,4,Club Activities,20,8.91,dasharath@gmail.com
23,se21ueee24,2021,Electrical and Electronics,devender,male,CBSE,2,Others,20,9.25,devender@gmail.com
23,se20ucse24,2020,Computer Science,dharamveer,male,CBSE,3,Research Work,5,9.59,dharamveer@gmail.com
23,se22ume24,2022,Mechanical,faizudeen,male,ICSE,1,Outdoor Games,1,9.68,faizudeen@gmail.com
23,se18ueee24,2018,Electrical and Electronics,farhanaaz,female,ICSE,10,Indoor Games,22,6.3,farhanaaz@gmail.com
23,se16uece24,2016,Electronics and Communication,farid,male,CBSE,10,Indoor Games,1,5.59,farid@gmail.com
23,se18uece24,2018,Electronics and Communication,fatima,female,Other,10,Club Activities,28,6.2,fatima@gmail.com
23,se17uai24,2017,Artificial Intelligence,firoz,female,State,10,Club Activities,6,4.79,firoz@gmail.com
23,se16ueee24,2016,Electrical and Electronics,fornta,female,CBSE,10,Indoor Games,5,5.23,fornta@gmail.com
23,se19ume24,2019,Mechanical,ghantoli,male,ICSE,4,Social Services,0,9.82,ghantoli@gmail.com
23,se20uece24,2020,Electronics and Communication,girish,male,Other,3,Social Services,29,8.46,girish@gmail.com
23,se20ucm24,2020,Computational Mathematics,gopi,female,Other,3,Club Activities,26,7.08,gopi@gmail.com
23,se22uece24,2022,Electronics and Communication,gulfan,male,ICSE,1,Social Services,9,7.08,gulfan@gmail.com
23,se22ueee24,2022,Electrical and Electronics,gulshtab,female,ICSE,1,Outdoor Games,13,9.51,gulshtab@gmail.com
23,se20uce24,2020,Civil,gurcharan,male,CBSE,3,Outdoor Games,25,7.24,gurcharan@gmail.com
23,se16uce24,2016,Civil,gurlal,male,State,10,Outdoor Games,7,9.8,gurlal@gmail.com
23,se16ucse24,2016,Computer Science,gurpreet,female,Other,10,Social Services,21,6.78,gurpreet@gmail.com
23,se20ueee24,2020,Electrical and Electronics,gurpreet,male,Other,3,Indoor Games,9,4.99,gurpreet@gmail.com
23,se18ucse24,2018,Computer Science,hadisha,female,CBSE,10,Indoor Games,25,4.39,hadisha@gmail.com
23,se21uai24,2021,Artificial Intelligence,halima,female,State,2,Club Activities,5,8.91,halima@gmail.com
23,se17ucse24,2017,Computer Science,harikishan,male,Other,10,Research Work,30,8.08,harikishan@gmail.com
23,se21uce24,2021,Civil,harison,male,Other,2,Others,4,9.16,harison@gmail.com
23,se18uce24,2018,Civil,hazra,female,Other,10,Club Activities,16,8.1,hazra@gmail.com
23,se18ume24,2018,Mechanical,hemraj,male,Other,10,Outdoor Games,29,7.67,hemraj@gmail.com
23,se19uai24,2019,Artificial Intelligence,hemraj,female,Other,4,Outdoor Games,21,5.29,hemraj@gmail.com
23,se17uece24,2017,Electronics and Communication,himani,female,CBSE,10,Indoor Games,16,8.2,himani@gmail.com
23,se17ume24,2017,Mechanical,himanshu,male,State,10,Research Work,11,6.56,himanshu@gmail.com
23,se21ucm24,2021,Computational Mathematics,ibarhim,male,ICSE,2,Others,20,6.75,ibarhim@gmail.com
23,se20ume24,2020,Mechanical,idrish,male,Other,3,Outdoor Games,15,9.88,idrish@gmail.com
23,se19uece24,2019,Electronics and Communication,iqbal,male,Other,4,Indoor Games,6,9.96,iqbal@gmail.com
23,se18uai24,2018,Artificial Intelligence,ishrana,female,Other,10,Club Activities,30,8.22,ishrana@gmail.com
23,se20uai24,2020,Artificial Intelligence,israil,male,Other,3,Social Services,27,9.59,israil@gmail.com
23,se22uai24,2022,Artificial Intelligence,jahgeer,male,State,1,Club Activities,23,6.96,jahgeer@gmail.com
23,se21ume24,2021,Mechanical,jai,male,ICSE,2,Outdoor Games,22,7.17,jai@gmail.com
23,se18ucm24,2018,Computational Mathematics,janam,female,Other,10,Others,30,4.7,janam@gmail.com
23,se21ucse24,2021,Computer Science,jaspreet,female,State,2,Outdoor Games,8,7,jaspreet@gmail.com
23,se16uai24,2016,Artificial Intelligence,javuneesha,female,ICSE,10,Outdoor Games,4,9.01,javuneesha@gmail.com
23,se21uece24,2021,Electronics and Communication,jay,male,ICSE,2,Social Services,27,6.85,jay@gmail.com
23,se19ueee24,2019,Electrical and Electronics,jeba,female,ICSE,4,Indoor Games,8,4.62,jeba@gmail.com
23,se17ucm24,2017,Computational Mathematics,jeetu,male,State,10,Research Work,4,4.7,jeetu@gmail.com
23,se16ucm24,2016,Computational Mathematics,jisaan,male,State,10,Indoor Games,1,9.19,jisaan@gmail.com
23,se17ueee24,2017,Electrical and Electronics,jitesh,male,Other,10,Club Activities,9,7.48,jitesh@gmail.com
23,se16ume24,2016,Mechanical,juber,female,Other,10,Indoor Games,23,4.63,juber@gmail.com
23,se19ucse24,2019,Computer Science,kali,male,CBSE,4,Social Services,19,9.59,kali@gmail.com
23,se17uce24,2017,Civil,kamrudeen,male,State,10,Others,13,6.57,kamrudeen@gmail.com
23,se22ucm24,2022,Computational Mathematics,kamrulnisha,female,CBSE,1,Others,20,9.18,kamrulnisha@gmail.com
23,se22uce24,2022,Civil,ku.rekha,female,Other,1,Indoor Games,9,9.06,ku.rekha@gmail.com
23,se22ucse24,2022,Computer Science,kuldeel,male,Other,1,Research Work,13,5.49,kuldeel@gmail.com
23,se19uce24,2019,Civil,lakhamichand,male,Other,4,Research Work,26,7.01,lakhamichand@gmail.com
24,se19ucm25,2019,Computational Mathematics,deepansu,male,State,4,Outdoor Games,11,8.53,deepansu@gmail.com
24,se20ucse25,2020,Computer Science,dimpy,male,State,3,Indoor Games,29,4.34,dimpy@gmail.com
24,se21ueee25,2021,Electrical and Electronics,durgabai,female,CBSE,2,Outdoor Games,5,6.29,durgabai@gmail.com
24,se22ume25,2022,Mechanical,farman,male,Other,1,Outdoor Games,30,6.09,farman@gmail.com
24,se18uece25,2018,Electronics and Communication,firoj,female,State,10,Research Work,8,6.4,firoj@gmail.com
24,se17uai25,2017,Artificial Intelligence,fozia,female,Other,10,Research Work,28,7.12,fozia@gmail.com
24,se18ueee25,2018,Electrical and Electronics,geet,female,State,10,Research Work,17,4.41,geet@gmail.com
24,se19ume25,2019,Mechanical,gomti,male,State,4,Indoor Games,24,4.76,gomti@gmail.com
24,se20uece25,2020,Electronics and Communication,gudia,female,Other,3,Research Work,3,6.76,gudia@gmail.com
24,se16uece25,2016,Electronics and Communication,gulreg,male,State,10,Club Activities,28,8.11,gulreg@gmail.com
24,se20ucm25,2020,Computational Mathematics,gulwasha,female,Other,3,Outdoor Games,1,9.6,gulwasha@gmail.com
24,se16ueee25,2016,Electrical and Electronics,gurprit,male,CBSE,10,Indoor Games,8,8.7,gurprit@gmail.com
24,se20uce25,2020,Civil,gurucharan,male,Other,3,Social Services,4,9.31,gurucharan@gmail.com
24,se16uce25,2016,Civil,hanif,male,Other,10,Social Services,26,8.58,hanif@gmail.com
24,se20ueee25,2020,Electrical and Electronics,hansraj,male,State,3,Club Activities,10,7.25,hansraj@gmail.com
24,se18ucse25,2018,Computer Science,harichand,male,State,10,Outdoor Games,27,9.46,harichand@gmail.com
24,se16ucse25,2016,Computer Science,haridutt,male,ICSE,10,Club Activities,16,8.58,haridutt@gmail.com
24,se21uai25,2021,Artificial Intelligence,harkesh,male,CBSE,2,Outdoor Games,14,8.33,harkesh@gmail.com
24,se17ucse25,2017,Computer Science,harmani,male,State,10,Research Work,30,4.36,harmani@gmail.com
24,se22uece25,2022,Electronics and Communication,hasan,male,CBSE,1,Club Activities,11,6.29,hasan@gmail.com
24,se21uce25,2021,Civil,haseena,female,CBSE,2,Social Services,17,4.8,haseena@gmail.com
24,se19uai25,2019,Artificial Intelligence,hetal,female,Other,4,Research Work,21,7.71,hetal@gmail.com
24,se17ume25,2017,Mechanical,himansi,female,CBSE,10,Social Services,3,7.8,himansi@gmail.com
24,se22ueee25,2022,Electrical and Electronics,hitesh,male,State,1,Research Work,25,6.28,hitesh@gmail.com
24,se18uce25,2018,Civil,ilyas,male,Other,10,Club Activities,9,9.73,ilyas@gmail.com
24,se20ume25,2020,Mechanical,ishant,male,ICSE,3,Research Work,4,6.55,ishant@gmail.com
24,se21ucm25,2021,Computational Mathematics,isnesh,female,ICSE,2,Research Work,10,8.2,isnesh@gmail.com
24,se18uai25,2018,Artificial Intelligence,jaibir,male,ICSE,10,Club Activities,24,4.2,jaibir@gmail.com
24,se17uece25,2017,Electronics and Communication,jaidev,male,Other,10,Indoor Games,1,7.58,jaidev@gmail.com
24,se20uai25,2020,Artificial Intelligence,jamil,male,Other,3,Social Services,14,5.17,jamil@gmail.com
24,se22uai25,2022,Artificial Intelligence,jankidas,male,Other,1,Indoor Games,25,7.85,jankidas@gmail.com
24,se19uece25,2019,Electronics and Communication,jarim,female,State,4,Outdoor Games,5,6.45,jarim@gmail.com
24,se18ume25,2018,Mechanical,jasbir,male,ICSE,10,Social Services,11,7.99,jasbir@gmail.com
24,se18ucm25,2018,Computational Mathematics,jasmina,female,CBSE,10,Club Activities,4,8.34,jasmina@gmail.com
24,se21ucse25,2021,Computer Science,jeenat,female,Other,2,Indoor Games,8,9.5,jeenat@gmail.com
24,se21uece25,2021,Electronics and Communication,jenny,female,CBSE,2,Research Work,17,9.38,jenny@gmail.com
24,se19ueee25,2019,Electrical and Electronics,jewa,female,ICSE,4,Indoor Games,7,8.64,jewa@gmail.com
24,se17ucm25,2017,Computational Mathematics,jhanjhariya,female,CBSE,10,Others,13,5.63,jhanjhariya@gmail.com
24,se21ume25,2021,Mechanical,jomiya,female,State,2,Club Activities,6,9.54,jomiya@gmail.com
24,se16uai25,2016,Artificial Intelligence,joohi,female,State,10,Research Work,17,9.8,joohi@gmail.com
24,se17ueee25,2017,Electrical and Electronics,joyti,female,Other,10,Others,18,8.51,joyti@gmail.com
24,se16ucm25,2016,Computational Mathematics,kaif,male,State,10,Club Activities,16,9.95,kaif@gmail.com
24,se16ume25,2016,Mechanical,kamaljeet,male,CBSE,10,Others,17,8.74,kamaljeet@gmail.com
24,se19ucse25,2019,Computer Science,kanhaiyalal,male,State,4,Outdoor Games,21,5.67,kanhaiyalal@gmail.com
24,se22ucm25,2022,Computational Mathematics,kareshan,male,ICSE,1,Indoor Games,20,8.33,kareshan@gmail.com
24,se17uce25,2017,Civil,kirtiman,male,Other,10,Social Services,25,6.88,kirtiman@gmail.com
24,se22uce25,2022,Civil,kush,male,ICSE,1,Research Work,16,8.48,kush@gmail.com
24,se22ucse25,2022,Computer Science,lakhvinder,female,CBSE,1,Indoor Games,12,7.64,lakhvinder@gmail.com
24,se19uce25,2019,Civil,lilaram,male,CBSE,4,Research Work,18,9.94,lilaram@gmail.com
25,se19ucm26,2019,Computational Mathematics,deepshikha,female,Other,4,Research Work,15,7.95,deepshikha@gmail.com
25,se21ueee26,2021,Electrical and Electronics,fareen,female,Other,2,Others,1,4.32,fareen@gmail.com
25,se20ucse26,2020,Computer Science,firasat,male,State,3,Research Work,21,6.07,firasat@gmail.com
25,se22ume26,2022,Mechanical,gargi,female,ICSE,1,Social Services,10,7.24,gargi@gmail.com
25,se18uece26,2018,Electronics and Communication,geetanjali,female,ICSE,10,Outdoor Games,3,7.06,geetanjali@gmail.com
25,se18ueee26,2018,Electrical and Electronics,gensingh,male,ICSE,10,Others,21,7.31,gensingh@gmail.com
25,se17uai26,2017,Artificial Intelligence,gori,female,Other,10,Outdoor Games,11,9.02,gori@gmail.com
25,se20uece26,2020,Electronics and Communication,gulabsha,female,ICSE,3,Others,11,5.75,gulabsha@gmail.com
25,se19ume26,2019,Mechanical,gulran,female,State,4,Indoor Games,5,5.2,gulran@gmail.com
25,se16uece26,2016,Electronics and Communication,gutam,male,State,10,Social Services,29,8.74,gutam@gmail.com
25,se20uce26,2020,Civil,hararat,male,ICSE,3,Research Work,4,7.03,hararat@gmail.com
25,se20ucm26,2020,Computational Mathematics,harbai,female,Other,3,Indoor Games,21,7.48,harbai@gmail.com
25,se20ueee26,2020,Electrical and Electronics,harinder,male,ICSE,3,Indoor Games,23,8.21,harinder@gmail.com
25,se17ucse26,2017,Computer Science,harshdeep,male,CBSE,10,Social Services,8,4.24,harshdeep@gmail.com
25,se18ucse26,2018,Computer Science,harun,male,ICSE,10,Outdoor Games,16,7.17,harun@gmail.com
25,se21uce26,2021,Civil,himal,male,State,2,Outdoor Games,21,7.31,himal@gmail.com
25,se21uai26,2021,Artificial Intelligence,hiri,female,ICSE,2,Indoor Games,9,5.28,hiri@gmail.com
25,se17ume26,2017,Mechanical,hisamuddin,male,Other,10,Research Work,27,5.38,hisamuddin@gmail.com
25,se16ueee26,2016,Electrical and Electronics,hongsi,female,CBSE,10,Others,23,4.44,hongsi@gmail.com
25,se16ucse26,2016,Computer Science,horam,male,Other,10,Outdoor Games,18,7.18,horam@gmail.com
25,se19uai26,2019,Artificial Intelligence,hukamchand,male,CBSE,4,Research Work,5,6.73,hukamchand@gmail.com
25,se22uece26,2022,Electronics and Communication,huma,female,Other,1,Club Activities,11,5.61,huma@gmail.com
25,se16uce26,2016,Civil,ilema,female,Other,10,Social Services,26,6.43,ilema@gmail.com
25,se18uce26,2018,Civil,imamuddin,male,ICSE,10,Club Activities,23,4.51,imamuddin@gmail.com
25,se22ueee26,2022,Electrical and Electronics,iqram,male,State,1,Outdoor Games,13,6.06,iqram@gmail.com
25,se20ume26,2020,Mechanical,jaanki,female,State,3,Club Activities,10,5.76,jaanki@gmail.com
25,se21ucm26,2021,Computational Mathematics,jaijairam,male,CBSE,2,Club Activities,14,4.87,jaijairam@gmail.com
25,se18uai26,2018,Artificial Intelligence,jaiprkesh,male,ICSE,10,Indoor Games,21,6.88,jaiprkesh@gmail.com
25,se20uai26,2020,Artificial Intelligence,jamrujaha,female,State,3,Indoor Games,20,8.07,jamrujaha@gmail.com
25,se19uece26,2019,Electronics and Communication,jasiram,male,Other,4,Outdoor Games,5,8.08,jasiram@gmail.com
25,se22uai26,2022,Artificial Intelligence,jasoda,female,CBSE,1,Social Services,23,9.83,jasoda@gmail.com
25,se18ume26,2018,Mechanical,jaspreet,male,ICSE,10,Others,13,5.94,jaspreet@gmail.com
25,se17uece26,2017,Electronics and Communication,jasveen,male,Other,10,Club Activities,26,5.43,jasveen@gmail.com
25,se18ucm26,2018,Computational Mathematics,jeetram,male,CBSE,10,Others,3,8.86,jeetram@gmail.com
25,se21ucse26,2021,Computer Science,jitendr,male,State,2,Indoor Games,7,5.06,jitendr@gmail.com
25,se19ueee26,2019,Electrical and Electronics,joity,female,Other,4,Social Services,9,7.04,joity@gmail.com
25,se21uece26,2021,Electronics and Communication,junaid,female,Other,2,Research Work,29,6.02,junaid@gmail.com
25,se16ucm26,2016,Computational Mathematics,kaleram,male,CBSE,10,Research Work,1,9.36,kaleram@gmail.com
25,se17ueee26,2017,Electrical and Electronics,kalla,male,ICSE,10,Club Activities,1,5.04,kalla@gmail.com
25,se17ucm26,2017,Computational Mathematics,kamreen,female,State,10,Outdoor Games,5,5.86,kamreen@gmail.com
25,se21ume26,2021,Mechanical,kanchaniya,female,Other,2,Research Work,9,4.01,kanchaniya@gmail.com
25,se16uai26,2016,Artificial Intelligence,kaptan,male,Other,10,Research Work,26,4.87,kaptan@gmail.com
25,se16ume26,2016,Mechanical,karisma,female,CBSE,10,Club Activities,7,4.25,karisma@gmail.com
25,se19ucse26,2019,Computer Science,khshbu,female,State,4,Social Services,26,9.89,khshbu@gmail.com
25,se22ucm26,2022,Computational Mathematics,krishan,male,ICSE,1,Indoor Games,28,9.76,krishan@gmail.com
25,se17uce26,2017,Civil,ku-pooja,female,CBSE,10,Social Services,27,7.17,ku-pooja@gmail.com
25,se22uce26,2022,Civil,lakhan,male,CBSE,1,Indoor Games,8,5.82,lakhan@gmail.com
25,se22ucse26,2022,Computer Science,lata,female,CBSE,1,Others,25,7.77,lata@gmail.com
25,se19uce26,2019,Civil,madharam,male,State,4,Social Services,3,4.26,madharam@gmail.com
26,se19ucm27,2019,Computational Mathematics,devasheeh,male,CBSE,4,Others,30,6.44,devasheeh@gmail.com
26,se21ueee27,2021,Electrical and Electronics,farjand,male,State,2,Research Work,26,7.03,farjand@gmail.com
26,se20ucse27,2020,Computer Science,genda,female,ICSE,3,Social Services,3,5.23,genda@gmail.com
26,se18uece27,2018,Electronics and Communication,ghanshyam,male,Other,10,Research Work,22,6.68,ghanshyam@gmail.com
26,se22ume27,2022,Mechanical,gobind,male,ICSE,1,Research Work,13,7.15,gobind@gmail.com
26,se18ueee27,2018,Electrical and Electronics,gourav,male,State,10,Club Activities,7,8.23,gourav@gmail.com
26,se17uai27,2017,Artificial Intelligence,gulbasha,female,CBSE,10,Club Activities,1,5.18,gulbasha@gmail.com
26,se20uece27,2020,Electronics and Communication,gulnaaz,female,State,3,Indoor Games,30,6.83,gulnaaz@gmail.com
26,se16uece27,2016,Electronics and Communication,haneef,male,CBSE,10,Club Activities,20,8.82,haneef@gmail.com
26,se20ucm27,2020,Computational Mathematics,harry,female,CBSE,3,Outdoor Games,22,7.61,harry@gmail.com
26,se19ume27,2019,Mechanical,harsh,male,CBSE,4,Outdoor Games,11,9.39,harsh@gmail.com
26,se20uce27,2020,Civil,hasina,female,State,3,Outdoor Games,15,7.34,hasina@gmail.com
26,se22uece27,2022,Electronics and Communication,ibraheem,male,ICSE,1,Social Services,10,8.9,ibraheem@gmail.com
26,se18ucse27,2018,Computer Science,iesha,female,State,10,Others,0,8.46,iesha@gmail.com
26,se17ucse27,2017,Computer Science,imamudeen,male,State,10,Others,26,6.96,imamudeen@gmail.com
26,se21uce27,2021,Civil,imtiyaz,male,CBSE,2,Outdoor Games,9,6.81,imtiyaz@gmail.com
26,se19uai27,2019,Artificial Intelligence,indara,female,Other,4,Outdoor Games,7,7.35,indara@gmail.com
26,se16ucse27,2016,Computer Science,indra,female,CBSE,10,Indoor Games,5,8.17,indra@gmail.com
26,se16uce27,2016,Civil,indu,female,State,10,Club Activities,21,9.89,indu@gmail.com
26,se16ueee27,2016,Electrical and Electronics,iram,female,Other,10,Outdoor Games,29,5.14,iram@gmail.com
26,se20ueee27,2020,Electrical and Electronics,irfan,female,ICSE,3,Others,0,9.33,irfan@gmail.com
26,se17ume27,2017,Mechanical,ishika,female,ICSE,10,Club Activities,15,8.7,ishika@gmail.com
26,se21uai27,2021,Artificial Intelligence,isika,female,State,2,Outdoor Games,28,6.99,isika@gmail.com
26,se21ucm27,2021,Computational Mathematics,jaimata,female,CBSE,2,Indoor Games,25,8.63,jaimata@gmail.com
26,se18uai27,2018,Artificial Intelligence,jaismeen,female,ICSE,10,Social Services,26,5.94,jaismeen@gmail.com
26,se22ueee27,2022,Electrical and Electronics,jarif,male,CBSE,1,Outdoor Games,14,7.23,jarif@gmail.com
26,se20ume27,2020,Mechanical,jarina,female,State,3,Outdoor Games,15,8.25,jarina@gmail.com
26,se20uai27,2020,Artificial Intelligence,jasvir,male,ICSE,3,Others,23,6.36,jasvir@gmail.com
26,se22uai27,2022,Artificial Intelligence,javitri,female,ICSE,1,Club Activities,5,6.7,javitri@gmail.com
26,se17uece27,2017,Electronics and Communication,jhuhi,female,State,10,Club Activities,29,5.31,jhuhi@gmail.com
26,se19uece27,2019,Electronics and Communication,jisan,male,State,4,Club Activities,13,7.62,jisan@gmail.com
26,se18uce27,2018,Civil,jogender,male,ICSE,10,Research Work,5,8.13,jogender@gmail.com
